Action,Cours_Prec,Cours_Cloture,Var_Trim,Volume,Quantite,Nb_Seances,Date_Rapport
AFMA,1183.0,1248.0,0.054900000000000004,3325025.0,2743.0,58.0,20240628
AFRIC INDUSTRIES SA,320.0,317.0,-0.009399999999999999,5967692.35,18614.0,52.0,20240628
AFRIQUIA GAZ,4300.0,3900.0,-0.09300000000000001,369012625.0,89624.0,47.0,20240628
AGMA,6610.0,6825.0,0.0325,1182984.0,177.0,16.0,20240628
AKDITAL,680.0,691.0,0.016200000000000003,541332401.9,774173.0,59.0,20240628
ALLIANCES,202.0,246.0,0.21780000000000002,1107479863.15,4512332.0,59.0,20240628
ALUMINIUM DU MAROC,1499.0,1509.0,0.0067,3507679.0,2346.0,45.0,20240628
ARADEI CAPITAL,500.0,500.0,0.0,151879097.15,296019.0,57.0,20240628
ATLANTASANAD,124.0,132.0,0.0645,108962336.4,799078.0,58.0,20240628
ATTIJARIWAFA BANK,507.9,515.5,0.015,1231068033.85,2415850.0,59.0,20240628
AUTO HALL,64.0,73.0,0.1406,63196888.72,844061.0,59.0,20240628
AUTO NEJMA,2166.0,1951.0,-0.0993,20302.0,10.0,3.0,20240628
BALIMA,219.2,235.0,0.0721,155445.35,687.0,22.0,20240628
BANK OF AFRICA,195.0,193.9,-0.005600000000000001,143657230.7,739549.0,58.0,20240628
BCP,295.9,296.0,0.0003,1874400883.8,6406647.0,59.0,20240628
BMCI,610.0,605.0,-0.008199999999999999,113912661.9,186487.0,50.0,20240628
CARTIER SAADA,24.5,31.59,0.2894,3577555.87,125155.0,54.0,20240628
CDM,900.0,950.0,0.0556,17443762.7,19456.0,34.0,20240628
CFG BANK,154.9,160.0,0.0329,401297755.35,2542777.0,59.0,20240628
CIH,369.5,388.0,0.0501,198957837.25,525151.0,56.0,20240628
CIMENTS DU MAROC,1690.0,1820.0,0.07690000000000001,436398335.0,246292.0,59.0,20240628
COLORADO,49.5,52.97,0.0701,18101660.09,338962.0,59.0,20240628
COSUMAR,200.5,195.95,-0.0227,158562224.6,809552.0,59.0,20240628
CTM,571.0,695.0,0.21719999999999998,4577933.2,7041.0,42.0,20240628
